title,Year,Month,viewCount,likeCount,commentCount,durationSecs
Sekizinci katta asılı kalan 3 yaşındaki çocuk son anda kurtarıldı,2022,May,944.0,14.0,3.0,75.0
Florida'da sürücüsü fenalaşan aracı çevredekiler durdurdu,2022,May,531.0,3.0,2.0,61.0
ABD'de yatılı okullarda toplu mezar bulundu,2022,May,2349.0,20.0,4.0,86.0
Sığınmacı sorunu duvar-gözlem noktalarıyla çözülür mü? (Nedir Ne Değildir),2022,May,1594.0,13.0,6.0,10633.0
"Dışişleri Bakanı Çavuşoğlu, Paris Başkonsolosluğu'na saldırıya ilişkin açıklamalarda bulundu.",2022,May,707.0,11.0,3.0,195.0
"Bitcoin'de son durum, Luna coin neden düştü?",2022,May,11463.0,22.0,28.0,1346.0
Hafta sonu hava nasıl olacak?,2022,May,1513.0,7.0,1.0,196.0
CHP MYK Kaftancıoğlu için toplandı,2022,May,3724.0,21.0,11.0,175.0
"CHP Sözcüsü Faik Öztrak: ""21 Mayıs'ta Maltepe'de olacağız""",2022,May,271.0,2.0,2.0,45.0
Kemal Kılıçdaroğlu'ndan Canan Kaftancıoğlu açıklaması,2022,May,18059.0,109.0,136.0,232.0
Siyasetin gündemi #NedirNeDeğildir'de masaya yatırılıyor,2022,May,10666.0,90.0,14.0,11959.0
Suriye geri göndermek için uygun mu? | Prof. Dr. Sait Yılmaz,2022,May,4252.0,52.0,29.0,590.0
Sığınmacılar İran'dan nasıl geçiyor? | Abdullah Ağar,2022,May,1769.0,15.0,17.0,595.0
Esad'la görüşülmeli mi? | Prof. Dr. İlyas Topsakal,2022,May,965.0,7.0,7.0,598.0
"Suriyeliler nasıl geldi, nasıl gider? | Deniz Zeyrek",2022,May,3017.0,21.0,17.0,590.0
Sınırlar nasıl denetleniyor? | Dr. Naim Babüroğlu,2022,May,931.0,9.0,8.0,474.0
"AK Parti Sözcüsü Ömer Çelik: ""Olumsuz bir durum varsa güvenlik güçlerimiz müdahale etmeli""",2022,May,2207.0,10.0,19.0,1706.0
Washington Türkiye’ye yeni F-16 satışına onay verir mi? (HT 360),2022,May,2633.0,17.0,7.0,2185.0
Azovstal Rusya için neden önemli?  (HT 360),2022,May,2474.0,25.0,11.0,1728.0
Fazıl Say’dan babası Ahmet Say’a üzücü veda,2022,May,4391.0,70.0,4.0,150.0
Pilot bayılınca uçağı yolcu indirdi,2022,May,2474.0,20.0,6.0,92.0
Canan Kaftancıoğlu'na 4 yıl 11 ay hapis cezası onandı,2022,May,14510.0,145.0,144.0,314.0
Rusya'dan Finlandiya'ya NATO tepkisi,2022,May,13744.0,133.0,57.0,52.0
Kriptoda sert düşüş devam edecek mi?  (Haluk Zülfikar),2022,May,2712.0,19.0,12.0,829.0
"Rusya, Harkov ve Odessa'yı vurdu",2022,May,24820.0,298.0,69.0,114.0
"Cumhurbaşkanı Erdoğan ""Spor Aşkı Engel Tanımaz""  töreninde konuştu",2022,May,926.0,6.0,2.0,1130.0
Kararsız seçmen 2023’te ne yapar? (Para Gündem),2022,May,1611.0,12.0,1.0,8418.0
Türkiye Obezitede Avrupa birincisi... Türkiye neden ilk sırada? (Ayça Kaya),2022,May,246.0,1.0,1.0,591.0
Kripto yatırımcıları ne yapmalı? (Haluk Zülfikar),2022,May,2979.0,20.0,5.0,661.0
Kapora tuzağına düşmemek için nelere dikkat edilmeli? (Gökhan Say),2022,May,921.0,1.0,3.0,818.0
Sincan Belediye Başkanı Murat Ercan Habertürk TV’de soruları yanıtladı,2022,May,492.0,0.0,1.0,9619.0
İngiltere iki ülkeyle savunma anlaşması imzaladı,2022,May,5409.0,76.0,20.0,153.0
"""Biden yönetimi, Türkiye'ye F-16 satışı için çalışıyor""",2022,May,5502.0,76.0,11.0,127.0
Yeni salgın gizemli hepatit virüsü mü?,2022,May,3477.0,24.0,5.0,111.0
"Üzerine beton düşüyordu, şans eseri kaçtılar!",2022,May,1522.0,2.0,5.0,41.0
Al Jazeera muhabiri Şirin Ebu Akile İsrail'in açtığı ateşte vuruldu,2022,May,3588.0,44.0,18.0,163.0
"ABD, Yunanistan'a 10 adet F-35, 14 adet F-15 savaş uçağı gönderecek",2022,May,2529.0,15.0,10.0,107.0
Seçmen İmamoğlu'nun polemiklerinden yoruldu mu? (HT 360 Gece),2022,May,1184.0,11.0,7.0,6649.0
Meksika'da orman yangınları hızla artıyor,2022,May,288.0,0.0,2.0,83.0
Savaş uzarsa turizmde sıkıntı yaşanır mı? Mehmet Nuri Eroy yanıtladı,2022,May,1227.0,6.0,2.0,5894.0
#SONDAKİKA - Cumhurbaşkanlığı kararı ile bazı valilerin görev yeri değişti,2022,May,3938.0,19.0,3.0,123.0
Seçmen İmamoğlu'nun polemiklerinden yoruldu mu? Nasuhi Güngör yanıtladı,2022,May,4546.0,24.0,18.0,557.0
İmamoğlu'nun adaylık şansı bitti mi? Prof. Dr. Fuat Keyman yanıtladı,2022,May,2954.0,9.0,8.0,573.0
HT 360 Gece'de İmamoğlu'nun Karadeniz gezisi konuşuluyor...,2022,May,7857.0,34.0,5.0,3229.0
Karadeniz gezisi ile ne hedefledi nasıl sonuçlandı? Hilmi Daşdemir yanıtladı,2022,May,978.0,6.0,4.0,438.0
İmamoğlu o geziyi neden yaptı? Dr. Gülfem Saydan Sanver yanıtladı,2022,May,2823.0,16.0,4.0,579.0
Savaş uzarsa turizmde sıkıntı yaşanır mı? Mehmet Nuri Ersoy Habertürk Gündem'de soruları  yanıtladı,2022,May,5355.0,29.0,3.0,7031.0
Tiyatrolara destekler neler? Mehmet Nuri Ersoy yanıtladı,2022,May,243.0,0.0,1.0,490.0
AKM Opera Salonu ne zaman açılacak? Mehmet Nuri Ersoy yanıtladı,2022,May,276.0,1.0,2.0,523.0
Yerli turist tatil yapabilecek mi? Mehmet Nuri Ersoy yanıtladı,2022,May,611.0,1.0,6.0,407.0
"Turist geliyor mu, turizm ne durumda? Mehmet Nuri Ersoy yanıtladı",2022,May,337.0,3.0,5.0,591.0
Müzik saati nasıl esnedi? Mehmet Nuri Ersoy yanıtladı,2022,May,485.0,0.0,1.0,596.0
Süt ürünleri üretimi rakamları açıklandı... Üretim sıkıntısı var mı? İrfan Donat yanıtladı,2022,May,1055.0,9.0,3.0,943.0
Konutta fiyat artışı nasıl önlenir? (HT 360),2022,May,1011.0,8.0,5.0,2319.0
Harkov'da köyler geri alındı! Kiev açıkladı,2022,May,16141.0,271.0,34.0,143.0
Bursa'daki göçükte depremi andıran görüntüler,2022,May,563.0,6.0,1.0,55.0
Ukrayna savaşı ABD-Yunanistan işbirliğini nasıl etkiler? (HT 360),2022,May,2555.0,40.0,7.0,2626.0
Mehmet Aydın'a 83 bin yıla kadar hapsi isteniyor,2022,May,3367.0,25.0,16.0,134.0
Yerli e-pasaport üretime hazır,2022,May,4817.0,54.0,40.0,150.0
Contemporary İstanbul'un yeni fuarı,2022,May,450.0,5.0,1.0,118.0
6'lı masanın çalışmaları ne durumda? (Para Gündem),2022,May,1925.0,14.0,2.0,5085.0
TÜİK mart ayı iş gücü verilerini açıkladı,2022,May,250.0,2.0,2.0,82.0
Temmuz ayında yapılacak iyileştirmenin detayları,2022,May,18774.0,86.0,51.0,128.0
"CHP lideri Kılıçdaroğlu, sığınmacı politikası ile ilgili konuştu",2022,May,1135.0,11.0,9.0,157.0
Bakan Süleyman Soylu sığınmacı politikasıyla ilgili konuştu,2022,May,658.0,3.0,12.0,111.0
"Cumhurbaşkanı Erdoğan'dan sığınmacı mesajı: ""Asla geri itmeyiz""",2022,May,3280.0,29.0,47.0,2200.0
Çin'de 16 yaşın altındaki çocuklara canlı yayın yasağı geldi.. Sosyal medya dengesi nasıl kurulur?,2022,May,709.0,6.0,2.0,810.0
"MHP lideri Bahçeli, Ümit Özdağ'a tepki gösterdi",2022,May,4345.0,25.0,58.0,161.0
Ukrayna'daki savaşın 76. günü,2022,May,6382.0,76.0,5.0,108.0
"Oray Eğin: ""New York’ta tek maaşla ev tutmak imkansız hale geldi"" (Gün Başlıyor)",2022,May,1135.0,7.0,2.0,9735.0
Dünyanın en uzun asma köprüsü,2022,May,719.0,3.0,1.0,78.0
"AK Parti Sözcüsü Ömer Çelik: ""Muhalefetin bir planı, bir projesi var mı?""",2022,May,1038.0,7.0,18.0,597.0
Evlenecek çiftlere kiralık ev oyunu!,2022,May,271.0,1.0,1.0,110.0
İstanbul'da korkutan tramvay kazası,2022,May,2719.0,6.0,3.0,61.0
"İYİ Parti Genel Başkanı Meral Akşener: ""Uyarmaktan geri durmayacağız""",2022,May,1016.0,4.0,4.0,407.0
Heimlich manevrası hayat kurtardı! O anlar güvenlik kamerasında,2022,May,5205.0,10.0,5.0,239.0
"İYİ Parti Genel Başkanı Meral Akşener: ""Türkiye göçmen deposuna dönüştü""",2022,May,3754.0,36.0,7.0,2941.0
3 maddeli yeni konut paketi kimin işine yarayacak? (Açık ve Net),2022,May,3938.0,31.0,12.0,8244.0
Mucize kurtuluş! Türk kaptan yurda döndü,2022,May,2675.0,8.0,7.0,141.0
Seyir halindeki tramvaya tutunan çocukların korkutan yolculuğu,2022,May,189.0,1.0,1.0,76.0
Ukrayna'da zarar gören yerleşim alanları,2022,May,1268.0,10.0,3.0,101.0
Türkiye'deki düzensiz göçmenlerin son durumu ne? (Teke Tek),2022,May,17711.0,153.0,77.0,7085.0
"Yeni konut paketi, piyasayı rahatlatır mı? Prof. Dr. Ayfer Gedikli yanıtladı",2022,May,1319.0,4.0,3.0,517.0
Açık ve Net'te yeni konut paketi konuşuluyor...,2022,May,5099.0,40.0,21.0,3889.0
Ev almak kolaylaştı mı zorlaştı mı? Dr. Şeref Oğuz yanıtladı,2022,May,3502.0,27.0,10.0,549.0
"Açıklanan konut paketi, artan ev fiyatlarını düşürür mü? Prof. Dr. İbrahim Turhan yanıtladı",2022,May,1936.0,10.0,13.0,464.0
Konut paketi kimin işine yarayacak? Prof. Dr. Ali Hepşen yanıtladı,2022,May,2530.0,10.0,9.0,579.0
CHP kurmayları İmamoğlu'nun gezisine ne dedi? Nevzat Çiçek yanıtladı,2022,May,10797.0,50.0,12.0,415.0
Teke Tek'te İmamoğlu'nun Karadeniz turu konuşuluyor...,2022,May,49564.0,273.0,109.0,2341.0
Seçimin belirleyicisi hangi konular olacak? Faruk Acar yanıtladı,2022,May,4630.0,35.0,8.0,599.0
Teke Tek'te sığınmacıların dönüşü meselesi konuşuluyor...,2022,May,16122.0,141.0,105.0,3225.0
1 milyon sığınmacı ne zaman gidecek? Prof. Dr. Mehmet Şahin yanıtladı,2022,May,1956.0,6.0,10.0,442.0
"Cumhurbaşkanı Erdoğan: ""Amacımız ticaret hacmini 10 milyar dolara arttırmak""",2022,May,2262.0,45.0,1.0,849.0
FED kararı kriptoyu nasıl etkiledi? Prof. Dr. Haluk Zülfikar yanıtladı,2022,May,2227.0,4.0,1.0,749.0
Savaşın devam etmesi gıda fiyatlarını nasıl etkiliyor? (HT 360),2022,May,1059.0,9.0,1.0,2105.0
İngiltere'de 59 yıl sonra bir ilk yaşandı!,2022,May,2389.0,18.0,0.0,275.0
Şanlıurfa'da sokağa terk edilen bebek korumaya alındı,2022,May,697.0,4.0,1.0,60.0
Konut satışı artarsa fiyat artar mı? (HT 360),2022,May,1338.0,10.0,7.0,2859.0
Sivil yerleşim yerlerine isabet eden roket büyük hasar bıraktı,2022,May,1073.0,18.0,2.0,98.0
ABD istihbaratının Ukrayna'ya yardım ettiği iddiası ABD Başkanı Biden'ı rahatsız etti,2022,May,5216.0,65.0,11.0,114.0
"Adalet Bakanı Bekir Bozdağ: ""Stokçulukla ilgili cezaların hem alt hem de üst sınırı artırılmaktadır""",2022,May,1157.0,25.0,13.0,183.0
Otomobilde mahsur kalan bebeği itfaiye ekibi kurtardı,2022,May,894.0,8.0,4.0,76.0
Konut desteği ne sağlayacak? (Para Gündem),2022,May,2541.0,11.0,15.0,6424.0
"Alzheimer hastası yaşlı adam kayboldu, akıllı saati sayesinde bulundu",2022,May,657.0,8.0,1.0,211.0
Polisten kaçarken zincirleme kazaya neden oldular!,2022,May,740.0,4.0,2.0,87.0
Rusya Devlet Başkanı Putin'den Ukrayna işgalini başlattığı gün dikkat çeken görüşme,2022,May,19744.0,198.0,13.0,134.0
"Azov komutanı: ""Teslim olmak bir ihtimal değil""",2022,May,34775.0,368.0,93.0,136.0
"CHP Genel Başkanı Kemal Kılıçdaroğlu: ""Kayıkçı kavgalarına dahil olmayacağız""",2022,May,8584.0,112.0,26.0,3188.0
Köpeği motosiklete bağlayıp metrelerce sürükledi,2022,May,676.0,6.0,3.0,64.0
Kimler düşük faizle konut alabilecek? (Gün Başlıyor),2022,May,1316.0,11.0,7.0,9748.0
Sri Lanka’da çatışma! Çok sayıda ölü ve yaralı var,2022,May,2551.0,12.0,9.0,193.0
"Biden, silah verilmesini kolaylaştıracak yasayı imzaladı",2022,May,9955.0,123.0,14.0,128.0
"Motosikleti ayakta sürdü, ölüme meydan okudu",2022,May,246.0,4.0,2.0,66.0
Cumhurbaşkanı Erdoğan: Hakim ve savcı yardımcılığı sistemini getiriyoruz,2022,May,850.0,5.0,5.0,626.0
"Rusya, Odessa'yı yaktı!",2022,May,1806.0,21.0,7.0,65.0
"AB, Rus oligarkların varlıklarının Ukrayna'nın inşasında kullanılmasını istiyor",2022,May,3629.0,54.0,7.0,176.0
"Kaçak göçmenleri taşıyan minibüs, polise çarptı",2022,May,1505.0,15.0,12.0,94.0
PKK'ya Ağrı Dağı operasyonu,2022,May,20070.0,236.0,34.0,102.0
"MHP Genel Başkanı Devlet Bahçeli: ""Bugün misafirimiz ise yarın komşumuz olacaklar""",2022,May,3819.0,44.0,33.0,2511.0
Rusya Luhansk'ta okula saldırı düzenledi 60 kişi hayatını kaybetti,2022,May,1190.0,15.0,2.0,121.0
İnsan beyni yüzyıllar içerisinde nasıl bir değişim gösterdi? (Teke Tek Bilim),2022,May,77560.0,1283.0,97.0,7321.0
Esenyut'ta eve girip kontak anahtarı çaldı!,2022,May,846.0,3.0,1.0,59.0
Haiti'de 8 Türk vatandaşı kaçırıldı,2022,May,8834.0,36.0,13.0,142.0
"Putin neden ""Rusya tehlikede"" dedi? (Açık ve Net)",2022,May,4005.0,42.0,8.0,5830.0
Teke Tek Bilim'de insan beyninin neden küçüldüğü konuşuluyor...,2022,May,27117.0,471.0,36.0,4331.0
Dijital çağ beyne zarar veriyor mu? Prof. Dr. Derya Uludüz yanıtladı,2022,May,2317.0,45.0,2.0,592.0
Otoriter liderler neden kazanıyor? Catherine Malabou Gelecek Fikirler'de soruları yanıtladı,2022,May,5341.0,89.0,14.0,5515.0
Beynimiz neden küçülüyor? Prof. Dr. Sinan Canan yanıtladı,2022,May,12941.0,159.0,17.0,447.0
Açık ve Net'te Ukrayna-Rusya savaşı konuşuluyor...,2022,May,5002.0,31.0,3.0,2688.0
Avantaj Putin'de mi Zelenski'de mi? Prof. Dr. Hasan Köni yanıtladı,2022,May,2385.0,21.0,7.0,292.0
ABD'de yaptırım konusunda görüş ayrılığı mı var? Nedret Ersanel yanıtladı,2022,May,5529.0,55.0,10.0,473.0
Açık ve Net'te Ukrayna-Rusya savaşı konuşuluyor...,2022,May,9930.0,56.0,10.0,2954.0
"Putin neden ""Rusya tehlikede"" dedi? Cem Küçük yanıtladı",2022,May,3157.0,40.0,13.0,598.0
Rus uçaklarının gösterisi neden son anda iptal oldu? İsmail Hakkı Pekin yanıtladı,2022,May,11903.0,120.0,37.0,598.0
Putin'in konuşması sönük mü kaldı? Doç. Dr. İkbal Dürre yanıtladı,2022,May,1092.0,10.0,5.0,520.0
Kur Korumalı TL Sistemine ilgi nasıl? Alpaslan Çakar Habertürk Manşet'te soruları yanıtladı,2022,May,1342.0,13.0,10.0,4195.0
"Cumhurbaşkanı Erdoğan: ""Konutta 3 ayrı paket hazırladık""",2022,May,12916.0,139.0,141.0,2199.0
Türkiye Bankalar Birliği Başkanı Alpaslan Çakar: Ödenmemiş tarımsal kredi alacağı yüzde 1'in altında,2022,May,1843.0,12.0,6.0,1041.0
Putin'in açıklamaları nasıl yorumlanmalı? (HT 360),2022,May,5213.0,64.0,18.0,2502.0
Putin 9 Mayıs Zafer Günü'nde konuştu,2022,May,23171.0,248.0,43.0,185.0
"Zelenski: ""Kimsenin zaferimizi ilhak etmesine izin vermeyeceğiz""",2022,May,6259.0,135.0,30.0,107.0
"Türkiye Bankalar Birliği Başkanı Alpaslan Çakar: "" Vadesi dolan KKM'nin yüzde 90'ı yenilendi""",2022,May,2014.0,13.0,3.0,3120.0
Ücretlere Temmuz'da ara zam olur mu? (HT 360),2022,May,3282.0,21.0,3.0,2802.0
Kanada Başbakanı Trudeau'dan sürpriz Ukrayna ziyareti,2022,May,4285.0,76.0,10.0,127.0
4 kişiyi yaralayan pitbull cinsi köpeğin sahibi tutuklandı,2022,May,1107.0,4.0,7.0,215.0
Gıda fiyatlarını düşürmenin yolu ne? (Para Gündem),2022,May,845.0,12.0,4.0,9249.0
Kütahya'da otobüsün çarptığı otomobil ikiye bölündü,2022,May,2454.0,1.0,2.0,72.0
Putin'in zafer konuşmasının satır aralarında ne var? Dr. Naim Babüroğlu yanıtladı,2022,May,15312.0,155.0,34.0,1024.0
"Putin, Meçhul Askerler Anıtı'na çelenk bıraktı",2022,May,4996.0,41.0,4.0,308.0
Rusya’nın Polonya Büyükelçisi’ne çirkin saldırı!,2022,May,2589.0,24.0,29.0,32.0
Facianın eşiğinden dönüldü! Kırıkkale'de madeni yağ fabrikasında yangın çıktı,2022,May,1031.0,7.0,2.0,163.0
Kumru orayı yuva edindi öğrenciler şaşkına döndü,2022,May,341.0,4.0,2.0,287.0
Sakin günler geçiren Ukrayna'nın başkentinde sirenler yeniden çaldı,2022,May,2485.0,24.0,1.0,115.0
"Çiğ süte zam, süt ürünlerinde ne kadar zamma neden olacak? Harun Çallı yanıtladı",2022,May,1507.0,7.0,6.0,670.0
"Cumhurbaşkanı Erdoğan: ""Suriye'den savaştan çıkıp ülkemize sığınanlara sonuna kadar sahip çıkacağız""",2022,May,9479.0,55.0,353.0,340.0
Cumhurbaşkanı Erdoğan MÜSİAD'ın 32. kuruluş yıldönümü töreninde konuştu,2022,May,2090.0,17.0,12.0,1662.0
"İsviçre'de PKK yandaşları, Türk vatandaşlarına saldırdı",2022,May,4854.0,38.0,12.0,49.0
Putin Ukrayna için ne dedi? Emekli Albay Ünal Atabay yanıtladı,2022,May,21685.0,256.0,38.0,964.0
Kartal’da pes dedirten hırsızlık kamerada: Ördekleri çaldılar,2022,May,666.0,6.0,4.0,81.0
Obezite neden bu kadar arttı? (Gün Başlıyor),2022,May,902.0,3.0,6.0,10109.0
"Gülben Ergen sahnede düştü, hastaneye kaldırıldı",2022,May,6176.0,12.0,17.0,94.0
"Ukrayna işgali biter mi, şiddetlenerek devam mı eder? (Açık ve Net)",2022,May,2134.0,14.0,8.0,11925.0
Çin'de kırmızı gökyüzü: Yetkililer nedenini açıkladı,2022,May,25473.0,134.0,188.0,63.0
Gülhane Parkı'nda lale bayramı erken bitti,2022,May,1342.0,17.0,13.0,174.0
Zelenski: İkinci aşama çok zor ama hayati!,2022,May,4201.0,40.0,13.0,110.0
Metroda sigara içme kavgası!,2022,May,5761.0,24.0,38.0,105.0
Birleşmiş Milletler Güvenlik Konseyi'nde bir ilk!,2022,May,3359.0,41.0,9.0,160.0
Dünyanın gözü Rusya'da: Putin Zafer Günü kutlamalarında konuştu,2022,May,39592.0,444.0,70.0,2861.0
G7 ülkelerinden Rusya'ya şok yaptırım açıklaması!,2022,May,2472.0,23.0,4.0,68.0
Savaşın uzaması hangi ülkeye yarar? Prof. Dr. Barış Doster yanıtladı,2022,May,3389.0,29.0,15.0,577.0
Açık ve Net'te Ukrayna-Rusya savaşı konuşuluyor...,2022,May,12879.0,124.0,13.0,4125.0
9 Mayıs Zafer Günü Rusya için neden önemli? Prof. Dr. Özden Zeynep Oktav yanıtladı,2022,May,2585.0,17.0,10.0,485.0
"Rusya'dan ""Savaş Yayılacak"" mesajı mı? Nedret Ersanel yanıtladı",2022,May,6089.0,47.0,5.0,495.0
Putin zor durumda mı? Prof. Dr. Hüseyin Bağcı yanıtladı,2022,May,3602.0,25.0,11.0,528.0
Açık ve Net'te Ukrayna-Rusya savaşı konuşuluyor...,2022,May,7931.0,60.0,5.0,1884.0
"Ukrayna işgali biter mi, savaş sürecek mi? Dr. Naim Babüroğlu yanıtladı",2022,May,2932.0,28.0,12.0,505.0
"Ukrayna Devlet Başkanı Zelenski: ""Bugün yaşananlar 2. Dünya Savaşı'nı hatırlatıyor""",2022,May,9684.0,150.0,27.0,139.0
Yenikapı'da Trabzonspor fırtınası... Şampiyonluk İstanbul'da kutlandı,2022,May,12694.0,149.0,23.0,117.0
Modernleşmenin Dünya örnekleri neler? Prof. Dr. Emrah Safa Gürkan soruları yanıtladı,2022,May,6711.0,117.0,13.0,2930.0
Bu yaz sofralarda neler eksik olacak? (Burası Haftasonu),2022,May,3378.0,25.0,1.0,13032.0
"Milli Savunma Bakanı Hulusi Akar: ""Sınır güvenliği noktasında dünya standartlarının üzerindeyiz""",2022,May,2414.0,47.0,46.0,981.0
Milli Savunma Bakanı Hulusi Akar: Cumhuriyet tarihimizde olmadığı kadar hudutlarımız kontrol altında,2022,May,3402.0,41.0,19.0,933.0
Bakan Akar Hatay'daki hudut hattında denetlemede bulunuyor... Habertürk ekibi de sınır hattında,2022,May,1510.0,13.0,16.0,886.0
ENKA Sahne projesinde kimler yer alıyor? (Ne Yapsak?),2022,May,342.0,3.0,2.0,1757.0
Elektrikli uçaklar ne zaman hizmete başlayacak? (Airport),2022,May,1122.0,10.0,2.0,1950.0
Amasya'da emniyet şeridinde facia!,2022,May,5769.0,22.0,23.0,78.0
Seçmen için en önemli konu ne? Mustafa Destici soruları yanıtladı,2022,May,7185.0,56.0,25.0,6324.0
HDP kapatılmalı mı? Mustafa Destici yanıtladı,2022,May,1382.0,14.0,13.0,512.0
Gıda fiyatları için çözüm ne? Mustafa Destici yanıtladı,2022,May,1449.0,7.0,13.0,541.0
Seçmen için en önemli konu ne? Mustafa Destici yanıtladı,2022,May,1001.0,6.0,7.0,584.0
Göç politikasında yanlış yapıldı mı? Mustafa Destici yanıtladı,2022,May,970.0,9.0,15.0,574.0
Memleket Partisi ne kadar oy alır? Muharrem İnce soruları yanıtladı,2022,May,152802.0,1479.0,487.0,6161.0
Sığınmacı tartışmasına nasıl bakıyor? Muharrem İnce yanıtladı,2022,May,34429.0,571.0,176.0,596.0
Ekonomide temel sorun ne? Muharrem İnce yanıtladı,2022,May,6254.0,110.0,17.0,593.0
Kavala kararına ne diyor? Muharrem İnce yanıtladı,2022,May,1945.0,24.0,7.0,475.0
"6'lı masaya bakışı ne, aday çıkarabilirler mi? Muharrem İnce yanıtladı",2022,May,10801.0,86.0,34.0,537.0
İki yıllık eşini kalbinden bıçakladı. Kasten öldürmenin cezası nedir? Dr. Rezan Epözdemir yanıtladı,2022,May,1506.0,7.0,3.0,849.0
Putin hakkında çarpıcı iddia: Kanser tedavisi için ameliyat olacak. Peki koltuğunu kime devredecek?,2022,May,5197.0,46.0,17.0,90.0
Putin 9 Mayıs'ta ne yapacak? Emekli Albay Ünal Atabay yanıtladı,2022,May,5477.0,49.0,14.0,933.0
Asgari ücrete ara zam olur mu? MÜSİAD Genel Başkanı Mahmut Asmalı yanıtladı,2022,May,1433.0,20.0,11.0,833.0
Karahantepe yeni Göbeklitepe mi? (Burası Haftasonu),2022,May,1054.0,18.0,1.0,11223.0
"Halkın temel sorunu ekonomi mi, göçmenler mi? (Enine Boyuna)",2022,May,7716.0,27.0,27.0,12958.0
Antalya Müzesi ve Bizans döneminin gözde eserleri (Tarihin İzinde),2022,May,1942.0,29.0,7.0,1325.0
#CANLI - Gündemin sıcak başlıkları #EnineBoyuna'da masaya yatırılıyor...,2022,May,10803.0,45.0,11.0,12736.0
Halk göçmen krizinde çözümü kimde görüyor? | Ali Haydar Fırat,2022,May,2064.0,5.0,10.0,556.0
Halk sığınmacı tartışmasına ne diyor? | Hilmi Daşdemir,2022,May,813.0,4.0,9.0,446.0
Göç politikası oy getirir mi? | Murat Gezici,2022,May,2475.0,3.0,13.0,561.0
Seçmenin kararını etkileyen en önemli konu ne? | İhsan Aktaş,2022,May,1322.0,4.0,8.0,588.0
Sığınmacı polemiği nasıl çözülecek? | Nasuhi Güngör,2022,May,792.0,4.0,3.0,584.0
Hız limiti trafik sorununu çözer mi? | Mustafa Ilıcalı - Suat Sarı,2022,May,603.0,3.0,4.0,1081.0
Suriyeliler ne olursa gönüllü döner? | Çetiner Çetin,2022,May,2934.0,27.0,19.0,1194.0
"Putin ""Zafer"" mi diyecek ""Savaş"" mı? (HT 360)",2022,May,2264.0,20.0,8.0,2912.0
Fenerbahçe Başkanı Ali Koç gündeme dair basın toplantısı düzenledi,2022,May,11349.0,106.0,119.0,2131.0
ABD Ukrayna'ya istihbarat mı sağladı?,2022,May,9034.0,128.0,6.0,62.0
"Suriyeliler gider mi, gitmez mi? (Para Gündem)",2022,May,1537.0,6.0,7.0,9276.0
"Cumhurbaşkanı Recep Tayyip Erdoğan, Çatalca Belediyesi ziyareti sonrasında halka hitap etti.",2022,May,4326.0,56.0,21.0,326.0
"Putin, Lavrov'un Yahudilerle ilgili ifadeleri için İsrail Başbakanı'ndan özür diledi",2022,May,20036.0,188.0,43.0,92.0
Memur - Emekliye ne kadar zam olacak? Ali Duman yanıtladı,2022,May,399888.0,1717.0,385.0,783.0
Savaş ilanının amacı ne? (Gün Başlıyor),2022,May,1245.0,13.0,5.0,9874.0
DSÖ'den yeni varyant açıklaması,2022,May,4348.0,29.0,13.0,121.0
Suriyeliler için çözüm ne? (Nedir Ne Değildir),2022,May,4951.0,28.0,32.0,11308.0
Rusya Azovstal Çelik Fabrikasına girdi,2022,May,11061.0,121.0,34.0,137.0
Belarus Devlet Başkanı Lukaşenko Ukrayna'yı suçladı,2022,May,25508.0,312.0,44.0,124.0
Cem Yılmaz & Zafer Algöz & Nilperi Şahinkaya - Fatih Altaylı ile Bire Bir | 04.05.2022,2022,May,69519.0,768.0,61.0,8245.0
#CANLI - Nedir Ne Değildir'de Mehmet Akif Ersoy soruyor konukları yanıtlıyor,2022,May,5037.0,17.0,28.0,3265.0
#CANLI - Nedir Ne Değildir'de Mehmet Akif Ersoy soruyor konukları yanıtlıyor,2022,May,3728.0,12.0,12.0,1949.0
#CANLI - Nedir Ne Değildir'de Mehmet Akif Ersoy soruyor konukları yanıtlıyor,2022,May,5196.0,29.0,15.0,2827.0
Sığınmacılar nasıl konuşuluyor? Sevil Nuriyeva İsmayilov #NedirNeDeğildir'de yorumladı.,2022,May,1796.0,12.0,26.0,549.0
"Suriyeliler nasıl geldi, nasıl gider? Emekli Büyükelçi Uluç Özülker yanıtladı",2022,May,5368.0,59.0,32.0,548.0
#CANLI - Nedir Ne Değildir'de Mehmet Akif Ersoy soruyor konukları yanıtlıyor,2022,May,8429.0,42.0,23.0,3122.0
Sığınmacı ve göçmen karşıtlığı köpürtülüyor mu? Prof. Dr. İlyas Topsakal yanıtladı,2022,May,1430.0,7.0,16.0,575.0
1 Milyon Suriyeli nasıl gidecek? İsmail Hakkı Pekin yanıtladı,2022,May,2111.0,15.0,9.0,535.0
Siyasette ve sokakta göçmen tartışması nasıl sürüyor? Prof. Dr. Hüseyin Bağcı yorumladı,2022,May,1334.0,14.0,8.0,560.0
Pazarda en çok hangi ürün zamlandı? (Sedat Recep Toktürk),2022,May,656.0,4.0,4.0,1277.0
Sığınmacı tartışmasında halk ne diyor? (HT 360),2022,May,1185.0,12.0,21.0,2449.0
Gıda fiyatları nasıl düşürülecek? (HT 360),2022,May,710.0,7.0,2.0,2871.0
